keypopulacao;contagempop;faixaetariapop;sexopop;nomecidadepopulacao;ufpopulacao;codigoibge
564;161;60-64;H;Álvares Florence;SP;3501202
565;149;65-69;H;Álvares Florence;SP;3501202
566;103;70-74;H;Álvares Florence;SP;3501202
567;77;75-79;H;Álvares Florence;SP;3501202
568;53;80-84;H;Álvares Florence;SP;3501202
569;31;85-89;H;Álvares Florence;SP;3501202
570;6;90+;H;Álvares Florence;SP;3501202
571;825;00-04;M;Álvares Machado;SP;3501301
572;921;05-09;M;Álvares Machado;SP;3501301
573;833;10-14;M;Álvares Machado;SP;3501301
574;890;15-19;M;Álvares Machado;SP;3501301
575;940;20-24;M;Álvares Machado;SP;3501301
576;1074;25-29;M;Álvares Machado;SP;3501301
577;990;30-34;M;Álvares Machado;SP;3501301
578;1032;35-39;M;Álvares Machado;SP;3501301
579;1053;40-44;M;Álvares Machado;SP;3501301
580;939;45-49;M;Álvares Machado;SP;3501301
581;987;50-54;M;Álvares Machado;SP;3501301
582;898;55-59;M;Álvares Machado;SP;3501301
583;775;60-64;M;Álvares Machado;SP;3501301
584;626;65-69;M;Álvares Machado;SP;3501301
585;489;70-74;M;Álvares Machado;SP;3501301
586;331;75-79;M;Álvares Machado;SP;3501301
587;236;80-84;M;Álvares Machado;SP;3501301
588;114;85-89;M;Álvares Machado;SP;3501301
589;71;90+;M;Álvares Machado;SP;3501301
590;871;00-04;H;Álvares Machado;SP;3501301
591;921;05-09;H;Álvares Machado;SP;3501301
592;806;10-14;H;Álvares Machado;SP;3501301
593;865;15-19;H;Álvares Machado;SP;3501301
594;982;20-24;H;Álvares Machado;SP;3501301
595;991;25-29;H;Álvares Machado;SP;3501301
596;993;30-34;H;Álvares Machado;SP;3501301
597;973;35-39;H;Álvares Machado;SP;3501301
598;1010;40-44;H;Álvares Machado;SP;3501301
599;864;45-49;H;Álvares Machado;SP;3501301
600;877;50-54;H;Álvares Machado;SP;3501301
601;839;55-59;H;Álvares Machado;SP;3501301
602;719;60-64;H;Álvares Machado;SP;3501301
603;550;65-69;H;Álvares Machado;SP;3501301
604;386;70-74;H;Álvares Machado;SP;3501301
605;314;75-79;H;Álvares Machado;SP;3501301
606;165;80-84;H;Álvares Machado;SP;3501301
607;58;85-89;H;Álvares Machado;SP;3501301
608;47;90+;H;Álvares Machado;SP;3501301
609;92;00-04;M;Álvaro de Carvalho;SP;3501400
610;103;05-09;M;Álvaro de Carvalho;SP;3501400
611;123;10-14;M;Álvaro de Carvalho;SP;3501400
612;93;15-19;M;Álvaro de Carvalho;SP;3501400
613;106;20-24;M;Álvaro de Carvalho;SP;3501400
614;101;25-29;M;Álvaro de Carvalho;SP;3501400
615;102;30-34;M;Álvaro de Carvalho;SP;3501400
616;112;35-39;M;Álvaro de Carvalho;SP;3501400
617;132;40-44;M;Álvaro de Carvalho;SP;3501400
618;104;45-49;M;Álvaro de Carvalho;SP;3501400
619;82;50-54;M;Álvaro de Carvalho;SP;3501400
620;106;55-59;M;Álvaro de Carvalho;SP;3501400
621;92;60-64;M;Álvaro de Carvalho;SP;3501400
622;90;65-69;M;Álvaro de Carvalho;SP;3501400
623;55;70-74;M;Álvaro de Carvalho;SP;3501400
624;46;75-79;M;Álvaro de Carvalho;SP;3501400
625;22;80-84;M;Álvaro de Carvalho;SP;3501400
626;15;85-89;M;Álvaro de Carvalho;SP;3501400
627;3;90+;M;Álvaro de Carvalho;SP;3501400
628;99;00-04;H;Álvaro de Carvalho;SP;3501400
629;99;05-09;H;Álvaro de Carvalho;SP;3501400
630;104;10-14;H;Álvaro de Carvalho;SP;3501400
631;122;15-19;H;Álvaro de Carvalho;SP;3501400
632;299;20-24;H;Álvaro de Carvalho;SP;3501400
633;409;25-29;H;Álvaro de Carvalho;SP;3501400
634;510;30-34;H;Álvaro de Carvalho;SP;3501400
635;418;35-39;H;Álvaro de Carvalho;SP;3501400
636;382;40-44;H;Álvaro de Carvalho;SP;3501400
637;213;45-49;H;Álvaro de Carvalho;SP;3501400
638;150;50-54;H;Álvaro de Carvalho;SP;3501400
639;92;55-59;H;Álvaro de Carvalho;SP;3501400
640;102;60-64;H;Álvaro de Carvalho;SP;3501400
641;86;65-69;H;Álvaro de Carvalho;SP;3501400
642;65;70-74;H;Álvaro de Carvalho;SP;3501400
643;40;75-79;H;Álvaro de Carvalho;SP;3501400
644;28;80-84;H;Álvaro de Carvalho;SP;3501400
645;8;85-89;H;Álvaro de Carvalho;SP;3501400
646;3;90+;H;Álvaro de Carvalho;SP;3501400
647;83;00-04;M;Alvinlândia;SP;3501509
648;87;05-09;M;Alvinlândia;SP;3501509
649;104;10-14;M;Alvinlândia;SP;3501509
650;102;15-19;M;Alvinlândia;SP;3501509
651;94;20-24;M;Alvinlândia;SP;3501509
652;99;25-29;M;Alvinlândia;SP;3501509
653;98;30-34;M;Alvinlândia;SP;3501509
654;102;35-39;M;Alvinlândia;SP;3501509
655;123;40-44;M;Alvinlândia;SP;3501509
656;95;45-49;M;Alvinlândia;SP;3501509
657;102;50-54;M;Alvinlândia;SP;3501509
658;88;55-59;M;Alvinlândia;SP;3501509
659;84;60-64;M;Alvinlândia;SP;3501509
660;66;65-69;M;Alvinlândia;SP;3501509
661;61;70-74;M;Alvinlândia;SP;3501509
662;27;75-79;M;Alvinlândia;SP;3501509
663;31;80-84;M;Alvinlândia;SP;3501509
664;6;85-89;M;Alvinlândia;SP;3501509
665;6;90+;M;Alvinlândia;SP;3501509
666;85;00-04;H;Alvinlândia;SP;3501509
667;101;05-09;H;Alvinlândia;SP;3501509
668;94;10-14;H;Alvinlândia;SP;3501509
669;89;15-19;H;Alvinlândia;SP;3501509
670;117;20-24;H;Alvinlândia;SP;3501509
671;109;25-29;H;Alvinlândia;SP;3501509
672;78;30-34;H;Alvinlândia;SP;3501509
673;98;35-39;H;Alvinlândia;SP;3501509
674;111;40-44;H;Alvinlândia;SP;3501509
675;104;45-49;H;Alvinlândia;SP;3501509
676;104;50-54;H;Alvinlândia;SP;3501509
677;81;55-59;H;Alvinlândia;SP;3501509
678;82;60-64;H;Alvinlândia;SP;3501509
679;62;65-69;H;Alvinlândia;SP;3501509
680;49;70-74;H;Alvinlândia;SP;3501509
681;29;75-79;H;Alvinlândia;SP;3501509
682;16;80-84;H;Alvinlândia;SP;3501509
683;13;85-89;H;Alvinlândia;SP;3501509
684;5;90+;H;Alvinlândia;SP;3501509
685;6079;00-04;M;Americana;SP;3501608
686;6624;05-09;M;Americana;SP;3501608
687;6443;10-14;M;Americana;SP;3501608
688;6832;15-19;M;Americana;SP;3501608
689;7462;20-24;M;Americana;SP;3501608
690;8585;25-29;M;Americana;SP;3501608
691;9450;30-34;M;Americana;SP;3501608
692;10171;35-39;M;Americana;SP;3501608
693;10270;40-44;M;Americana;SP;3501608
694;8740;45-49;M;Americana;SP;3501608
695;8520;50-54;M;Americana;SP;3501608
696;8151;55-59;M;Americana;SP;3501608
697;7667;60-64;M;Americana;SP;3501608
698;6020;65-69;M;Americana;SP;3501608
699;4466;70-74;M;Americana;SP;3501608
700;3171;75-79;M;Americana;SP;3501608
701;2104;80-84;M;Americana;SP;3501608
702;1277;85-89;M;Americana;SP;3501608
703;713;90+;M;Americana;SP;3501608
704;6222;00-04;H;Americana;SP;3501608
705;6656;05-09;H;Americana;SP;3501608
706;6699;10-14;H;Americana;SP;3501608
707;6926;15-19;H;Americana;SP;3501608
708;7650;20-24;H;Americana;SP;3501608
709;8628;25-29;H;Americana;SP;3501608
710;9388;30-34;H;Americana;SP;3501608
711;9880;35-39;H;Americana;SP;3501608
712;9727;40-44;H;Americana;SP;3501608
713;8055;45-49;H;Americana;SP;3501608
714;7819;50-54;H;Americana;SP;3501608
715;7203;55-59;H;Americana;SP;3501608
716;6413;60-64;H;Americana;SP;3501608
717;5156;65-69;H;Americana;SP;3501608
718;3564;70-74;H;Americana;SP;3501608
719;2193;75-79;H;Americana;SP;3501608
720;1367;80-84;H;Americana;SP;3501608
721;646;85-89;H;Americana;SP;3501608
722;303;90+;H;Americana;SP;3501608
723;945;00-04;M;Américo Brasiliense;SP;3501707
724;1085;05-09;M;Américo Brasiliense;SP;3501707
725;1085;10-14;M;Américo Brasiliense;SP;3501707
726;1140;15-19;M;Américo Brasiliense;SP;3501707
727;1278;20-24;M;Américo Brasiliense;SP;3501707
728;1280;25-29;M;Américo Brasiliense;SP;3501707
729;1264;30-34;M;Américo Brasiliense;SP;3501707
730;1322;35-39;M;Américo Brasiliense;SP;3501707
731;1451;40-44;M;Américo Brasiliense;SP;3501707
732;1258;45-49;M;Américo Brasiliense;SP;3501707
733;1153;50-54;M;Américo Brasiliense;SP;3501707
734;996;55-59;M;Américo Brasiliense;SP;3501707
735;808;60-64;M;Américo Brasiliense;SP;3501707
736;599;65-69;M;Américo Brasiliense;SP;3501707
737;451;70-74;M;Américo Brasiliense;SP;3501707
738;288;75-79;M;Américo Brasiliense;SP;3501707
739;189;80-84;M;Américo Brasiliense;SP;3501707
740;81;85-89;M;Américo Brasiliense;SP;3501707
741;36;90+;M;Américo Brasiliense;SP;3501707
742;981;00-04;H;Américo Brasiliense;SP;3501707
743;1064;05-09;H;Américo Brasiliense;SP;3501707
744;1108;10-14;H;Américo Brasiliense;SP;3501707
745;1173;15-19;H;Américo Brasiliense;SP;3501707
746;1313;20-24;H;Américo Brasiliense;SP;3501707
747;1339;25-29;H;Américo Brasiliense;SP;3501707
748;1266;30-34;H;Américo Brasiliense;SP;3501707
749;1238;35-39;H;Américo Brasiliense;SP;3501707
750;1418;40-44;H;Américo Brasiliense;SP;3501707
751;1181;45-49;H;Américo Brasiliense;SP;3501707
752;1135;50-54;H;Américo Brasiliense;SP;3501707
753;930;55-59;H;Américo Brasiliense;SP;3501707
754;788;60-64;H;Américo Brasiliense;SP;3501707
755;559;65-69;H;Américo Brasiliense;SP;3501707
756;368;70-74;H;Américo Brasiliense;SP;3501707
757;243;75-79;H;Américo Brasiliense;SP;3501707
758;132;80-84;H;Américo Brasiliense;SP;3501707
759;53;85-89;H;Américo Brasiliense;SP;3501707
760;21;90+;H;Américo Brasiliense;SP;3501707
761;135;00-04;M;Américo de Campos;SP;3501806
762;161;05-09;M;Américo de Campos;SP;3501806
763;172;10-14;M;Américo de Campos;SP;3501806
764;171;15-19;M;Américo de Campos;SP;3501806
765;209;20-24;M;Américo de Campos;SP;3501806
766;169;25-29;M;Américo de Campos;SP;3501806
767;193;30-34;M;Américo de Campos;SP;3501806
768;187;35-39;M;Américo de Campos;SP;3501806
769;241;40-44;M;Américo de Campos;SP;3501806
770;200;45-49;M;Américo de Campos;SP;3501806
771;210;50-54;M;Américo de Campos;SP;3501806
772;227;55-59;M;Américo de Campos;SP;3501806
773;215;60-64;M;Américo de Campos;SP;3501806
774;169;65-69;M;Américo de Campos;SP;3501806
775;139;70-74;M;Américo de Campos;SP;3501806
776;94;75-79;M;Américo de Campos;SP;3501806
777;72;80-84;M;Américo de Campos;SP;3501806
778;37;85-89;M;Américo de Campos;SP;3501806
779;16;90+;M;Américo de Campos;SP;3501806
780;146;00-04;H;Américo de Campos;SP;3501806
781;130;05-09;H;Américo de Campos;SP;3501806
782;178;10-14;H;Américo de Campos;SP;3501806
783;158;15-19;H;Américo de Campos;SP;3501806
784;204;20-24;H;Américo de Campos;SP;3501806
785;188;25-29;H;Américo de Campos;SP;3501806
786;176;30-34;H;Américo de Campos;SP;3501806
787;198;35-39;H;Américo de Campos;SP;3501806
788;213;40-44;H;Américo de Campos;SP;3501806
789;185;45-49;H;Américo de Campos;SP;3501806
790;207;50-54;H;Américo de Campos;SP;3501806
791;205;55-59;H;Américo de Campos;SP;3501806
792;186;60-64;H;Américo de Campos;SP;3501806
793;180;65-69;H;Américo de Campos;SP;3501806
794;108;70-74;H;Américo de Campos;SP;3501806
795;99;75-79;H;Américo de Campos;SP;3501806
796;60;80-84;H;Américo de Campos;SP;3501806
797;20;85-89;H;Américo de Campos;SP;3501806
798;12;90+;H;Américo de Campos;SP;3501806
799;1698;00-04;M;Amparo;SP;3501905
800;1969;05-09;M;Amparo;SP;3501905
801;1760;10-14;M;Amparo;SP;3501905
802;1905;15-19;M;Amparo;SP;3501905
803;2254;20-24;M;Amparo;SP;3501905
804;2240;25-29;M;Amparo;SP;3501905
805;2671;30-34;M;Amparo;SP;3501905
806;2821;35-39;M;Amparo;SP;3501905
807;2882;40-44;M;Amparo;SP;3501905
808;2438;45-49;M;Amparo;SP;3501905
809;2381;50-54;M;Amparo;SP;3501905
810;2208;55-59;M;Amparo;SP;3501905
811;2114;60-64;M;Amparo;SP;3501905
812;1851;65-69;M;Amparo;SP;3501905
813;1366;70-74;M;Amparo;SP;3501905
814;988;75-79;M;Amparo;SP;3501905
815;734;80-84;M;Amparo;SP;3501905
816;429;85-89;M;Amparo;SP;3501905
817;246;90+;M;Amparo;SP;3501905
818;1700;00-04;H;Amparo;SP;3501905
819;1959;05-09;H;Amparo;SP;3501905
820;1795;10-14;H;Amparo;SP;3501905
821;1998;15-19;H;Amparo;SP;3501905
822;2407;20-24;H;Amparo;SP;3501905
823;2231;25-29;H;Amparo;SP;3501905
824;2649;30-34;H;Amparo;SP;3501905
825;2765;35-39;H;Amparo;SP;3501905
826;2851;40-44;H;Amparo;SP;3501905
827;2400;45-49;H;Amparo;SP;3501905
828;2259;50-54;H;Amparo;SP;3501905
829;1942;55-59;H;Amparo;SP;3501905
830;1832;60-64;H;Amparo;SP;3501905
831;1577;65-69;H;Amparo;SP;3501905
832;1135;70-74;H;Amparo;SP;3501905
833;719;75-79;H;Amparo;SP;3501905
834;476;80-84;H;Amparo;SP;3501905
835;242;85-89;H;Amparo;SP;3501905
836;116;90+;H;Amparo;SP;3501905
837;128;00-04;M;Analândia;SP;3502002
838;140;05-09;M;Analândia;SP;3502002
839;144;10-14;M;Analândia;SP;3502002
840;159;15-19;M;Analândia;SP;3502002
841;147;20-24;M;Analândia;SP;3502002
842;141;25-29;M;Analândia;SP;3502002
843;173;30-34;M;Analândia;SP;3502002
844;177;35-39;M;Analândia;SP;3502002
845;193;40-44;M;Analândia;SP;3502002
846;157;45-49;M;Analândia;SP;3502002
847;131;50-54;M;Analândia;SP;3502002
848;131;55-59;M;Analândia;SP;3502002
849;159;60-64;M;Analândia;SP;3502002
850;104;65-69;M;Analândia;SP;3502002
851;67;70-74;M;Analândia;SP;3502002
852;50;75-79;M;Analândia;SP;3502002
853;41;80-84;M;Analândia;SP;3502002
854;26;85-89;M;Analândia;SP;3502002
855;16;90+;M;Analândia;SP;3502002
856;155;00-04;H;Analândia;SP;3502002
857;169;05-09;H;Analândia;SP;3502002
858;149;10-14;H;Analândia;SP;3502002
859;140;15-19;H;Analândia;SP;3502002
860;150;20-24;H;Analândia;SP;3502002
861;162;25-29;H;Analândia;SP;3502002
862;142;30-34;H;Analândia;SP;3502002
863;196;35-39;H;Analândia;SP;3502002
864;193;40-44;H;Analândia;SP;3502002
865;142;45-49;H;Analândia;SP;3502002
866;143;50-54;H;Analândia;SP;3502002
867;142;55-59;H;Analândia;SP;3502002
868;141;60-64;H;Analândia;SP;3502002
869;89;65-69;H;Analândia;SP;3502002
870;74;70-74;H;Analândia;SP;3502002
871;61;75-79;H;Analândia;SP;3502002
872;39;80-84;H;Analândia;SP;3502002
873;13;85-89;H;Analândia;SP;3502002
874;5;90+;H;Analândia;SP;3502002
875;1512;00-04;M;Andradina;SP;3502101
876;1639;05-09;M;Andradina;SP;3502101
877;1660;10-14;M;Andradina;SP;3502101
878;1746;15-19;M;Andradina;SP;3502101
879;1851;20-24;M;Andradina;SP;3502101
880;2024;25-29;M;Andradina;SP;3502101
881;2050;30-34;M;Andradina;SP;3502101
882;2262;35-39;M;Andradina;SP;3502101
883;2228;40-44;M;Andradina;SP;3502101
884;2116;45-49;M;Andradina;SP;3502101
885;2146;50-54;M;Andradina;SP;3502101
886;2067;55-59;M;Andradina;SP;3502101
887;1961;60-64;M;Andradina;SP;3502101
888;1597;65-69;M;Andradina;SP;3502101
889;1241;70-74;M;Andradina;SP;3502101
890;932;75-79;M;Andradina;SP;3502101
891;581;80-84;M;Andradina;SP;3502101
892;305;85-89;M;Andradina;SP;3502101
893;167;90+;M;Andradina;SP;3502101
894;1655;00-04;H;Andradina;SP;3502101
895;1861;05-09;H;Andradina;SP;3502101
896;1770;10-14;H;Andradina;SP;3502101
897;1760;15-19;H;Andradina;SP;3502101
898;2022;20-24;H;Andradina;SP;3502101
899;2250;25-29;H;Andradina;SP;3502101
900;2372;30-34;H;Andradina;SP;3502101
901;2475;35-39;H;Andradina;SP;3502101
902;2449;40-44;H;Andradina;SP;3502101
903;2102;45-49;H;Andradina;SP;3502101
904;1940;50-54;H;Andradina;SP;3502101
905;1789;55-59;H;Andradina;SP;3502101
906;1654;60-64;H;Andradina;SP;3502101
907;1232;65-69;H;Andradina;SP;3502101
908;953;70-74;H;Andradina;SP;3502101
909;691;75-79;H;Andradina;SP;3502101
910;429;80-84;H;Andradina;SP;3502101
911;209;85-89;H;Andradina;SP;3502101
912;85;90+;H;Andradina;SP;3502101
913;782;00-04;M;Angatuba;SP;3502200
914;782;05-09;M;Angatuba;SP;3502200
915;777;10-14;M;Angatuba;SP;3502200
916;819;15-19;M;Angatuba;SP;3502200
917;858;20-24;M;Angatuba;SP;3502200
918;802;25-29;M;Angatuba;SP;3502200
919;881;30-34;M;Angatuba;SP;3502200
920;907;35-39;M;Angatuba;SP;3502200
921;912;40-44;M;Angatuba;SP;3502200
922;783;45-49;M;Angatuba;SP;3502200
923;806;50-54;M;Angatuba;SP;3502200
924;759;55-59;M;Angatuba;SP;3502200
925;689;60-64;M;Angatuba;SP;3502200
926;509;65-69;M;Angatuba;SP;3502200
927;378;70-74;M;Angatuba;SP;3502200
928;270;75-79;M;Angatuba;SP;3502200
929;141;80-84;M;Angatuba;SP;3502200
930;83;85-89;M;Angatuba;SP;3502200
931;35;90+;M;Angatuba;SP;3502200
932;754;00-04;H;Angatuba;SP;3502200
933;854;05-09;H;Angatuba;SP;3502200
934;816;10-14;H;Angatuba;SP;3502200
935;790;15-19;H;Angatuba;SP;3502200
936;891;20-24;H;Angatuba;SP;3502200
937;857;25-29;H;Angatuba;SP;3502200
938;863;30-34;H;Angatuba;SP;3502200
939;890;35-39;H;Angatuba;SP;3502200
940;888;40-44;H;Angatuba;SP;3502200
941;798;45-49;H;Angatuba;SP;3502200
942;795;50-54;H;Angatuba;SP;3502200
943;758;55-59;H;Angatuba;SP;3502200
944;689;60-64;H;Angatuba;SP;3502200
945;552;65-69;H;Angatuba;SP;3502200
946;382;70-74;H;Angatuba;SP;3502200
947;225;75-79;H;Angatuba;SP;3502200
948;154;80-84;H;Angatuba;SP;3502200
949;64;85-89;H;Angatuba;SP;3502200
950;29;90+;H;Angatuba;SP;3502200
951;181;00-04;M;Anhembi;SP;3502309
952;169;05-09;M;Anhembi;SP;3502309
953;219;10-14;M;Anhembi;SP;3502309
954;207;15-19;M;Anhembi;SP;3502309
955;190;20-24;M;Anhembi;SP;3502309
956;189;25-29;M;Anhembi;SP;3502309
957;176;30-34;M;Anhembi;SP;3502309
958;181;35-39;M;Anhembi;SP;3502309
959;225;40-44;M;Anhembi;SP;3502309
960;196;45-49;M;Anhembi;SP;3502309
961;183;50-54;M;Anhembi;SP;3502309
962;174;55-59;M;Anhembi;SP;3502309
963;157;60-64;M;Anhembi;SP;3502309
964;139;65-69;M;Anhembi;SP;3502309
965;108;70-74;M;Anhembi;SP;3502309
966;51;75-79;M;Anhembi;SP;3502309
967;35;80-84;M;Anhembi;SP;3502309
968;20;85-89;M;Anhembi;SP;3502309
969;10;90+;M;Anhembi;SP;3502309
970;186;00-04;H;Anhembi;SP;3502309
971;202;05-09;H;Anhembi;SP;3502309
972;213;10-14;H;Anhembi;SP;3502309
973;237;15-19;H;Anhembi;SP;3502309
974;181;20-24;H;Anhembi;SP;3502309
975;202;25-29;H;Anhembi;SP;3502309
976;186;30-34;H;Anhembi;SP;3502309
977;170;35-39;H;Anhembi;SP;3502309
978;202;40-44;H;Anhembi;SP;3502309
979;212;45-49;H;Anhembi;SP;3502309
980;188;50-54;H;Anhembi;SP;3502309
981;163;55-59;H;Anhembi;SP;3502309
982;182;60-64;H;Anhembi;SP;3502309
983;131;65-69;H;Anhembi;SP;3502309
984;96;70-74;H;Anhembi;SP;3502309
985;65;75-79;H;Anhembi;SP;3502309
986;18;80-84;H;Anhembi;SP;3502309
987;20;85-89;H;Anhembi;SP;3502309
988;10;90+;H;Anhembi;SP;3502309
989;101;00-04;M;Anhumas;SP;3502408
990;141;05-09;M;Anhumas;SP;3502408
991;120;10-14;M;Anhumas;SP;3502408
992;134;15-19;M;Anhumas;SP;3502408
993;133;20-24;M;Anhumas;SP;3502408
994;144;25-29;M;Anhumas;SP;3502408
995;130;30-34;M;Anhumas;SP;3502408
996;154;35-39;M;Anhumas;SP;3502408
997;156;40-44;M;Anhumas;SP;3502408
998;125;45-49;M;Anhumas;SP;3502408
999;161;50-54;M;Anhumas;SP;3502408
1000;137;55-59;M;Anhumas;SP;3502408
1001;121;60-64;M;Anhumas;SP;3502408
1002;89;65-69;M;Anhumas;SP;3502408
1003;74;70-74;M;Anhumas;SP;3502408
1004;55;75-79;M;Anhumas;SP;3502408
1005;37;80-84;M;Anhumas;SP;3502408
1006;28;85-89;M;Anhumas;SP;3502408
1007;12;90+;M;Anhumas;SP;3502408
1008;140;00-04;H;Anhumas;SP;3502408
1009;122;05-09;H;Anhumas;SP;3502408
1010;119;10-14;H;Anhumas;SP;3502408
1011;130;15-19;H;Anhumas;SP;3502408
1012;120;20-24;H;Anhumas;SP;3502408
1013;139;25-29;H;Anhumas;SP;3502408
1014;143;30-34;H;Anhumas;SP;3502408
1015;146;35-39;H;Anhumas;SP;3502408
1016;149;40-44;H;Anhumas;SP;3502408
1017;130;45-49;H;Anhumas;SP;3502408
1018;124;50-54;H;Anhumas;SP;3502408
1019;115;55-59;H;Anhumas;SP;3502408
1020;128;60-64;H;Anhumas;SP;3502408
1021;81;65-69;H;Anhumas;SP;3502408
1022;74;70-74;H;Anhumas;SP;3502408
1023;54;75-79;H;Anhumas;SP;3502408
1024;35;80-84;H;Anhumas;SP;3502408
1025;14;85-89;H;Anhumas;SP;3502408
1026;8;90+;H;Anhumas;SP;3502408
1027;888;00-04;M;Aparecida;SP;3502507
1028;965;05-09;M;Aparecida;SP;3502507
1029;890;10-14;M;Aparecida;SP;3502507
1030;1007;15-19;M;Aparecida;SP;3502507
1031;1084;20-24;M;Aparecida;SP;3502507
1032;1154;25-29;M;Aparecida;SP;3502507
1033;1225;30-34;M;Aparecida;SP;3502507
1034;1289;35-39;M;Aparecida;SP;3502507
1035;1259;40-44;M;Aparecida;SP;3502507
1036;1102;45-49;M;Aparecida;SP;3502507
1037;1213;50-54;M;Aparecida;SP;3502507
1038;1205;55-59;M;Aparecida;SP;3502507
1039;1120;60-64;M;Aparecida;SP;3502507
1040;926;65-69;M;Aparecida;SP;3502507
1041;668;70-74;M;Aparecida;SP;3502507
1042;431;75-79;M;Aparecida;SP;3502507
1043;296;80-84;M;Aparecida;SP;3502507
1044;161;85-89;M;Aparecida;SP;3502507
1045;67;90+;M;Aparecida;SP;3502507
1046;893;00-04;H;Aparecida;SP;3502507
1047;1023;05-09;H;Aparecida;SP;3502507
1048;976;10-14;H;Aparecida;SP;3502507
1049;1059;15-19;H;Aparecida;SP;3502507
1050;1152;20-24;H;Aparecida;SP;3502507
1051;1138;25-29;H;Aparecida;SP;3502507
1052;1193;30-34;H;Aparecida;SP;3502507
1053;1178;35-39;H;Aparecida;SP;3502507
1054;1299;40-44;H;Aparecida;SP;3502507
1055;1035;45-49;H;Aparecida;SP;3502507
1056;1036;50-54;H;Aparecida;SP;3502507
1057;994;55-59;H;Aparecida;SP;3502507
1058;864;60-64;H;Aparecida;SP;3502507
1059;725;65-69;H;Aparecida;SP;3502507
1060;457;70-74;H;Aparecida;SP;3502507
1061;320;75-79;H;Aparecida;SP;3502507
1062;147;80-84;H;Aparecida;SP;3502507
1063;87;85-89;H;Aparecida;SP;3502507
1064;43;90+;H;Aparecida;SP;3502507
1065;78;00-04;M;Aparecida d'Oeste;SP;3502606
1066;96;05-09;M;Aparecida d'Oeste;SP;3502606
1067;103;10-14;M;Aparecida d'Oeste;SP;3502606
1068;111;15-19;M;Aparecida d'Oeste;SP;3502606
1069;134;20-24;M;Aparecida d'Oeste;SP;3502606
1070;110;25-29;M;Aparecida d'Oeste;SP;3502606
1071;105;30-34;M;Aparecida d'Oeste;SP;3502606
1072;122;35-39;M;Aparecida d'Oeste;SP;3502606
1073;144;40-44;M;Aparecida d'Oeste;SP;3502606
1074;159;45-49;M;Aparecida d'Oeste;SP;3502606
1075;169;50-54;M;Aparecida d'Oeste;SP;3502606
1076;168;55-59;M;Aparecida d'Oeste;SP;3502606
1077;152;60-64;M;Aparecida d'Oeste;SP;3502606
1078;133;65-69;M;Aparecida d'Oeste;SP;3502606
1079;115;70-74;M;Aparecida d'Oeste;SP;3502606
1080;71;75-79;M;Aparecida d'Oeste;SP;3502606
1081;49;80-84;M;Aparecida d'Oeste;SP;3502606
1082;27;85-89;M;Aparecida d'Oeste;SP;3502606
1083;15;90+;M;Aparecida d'Oeste;SP;3502606
1084;111;00-04;H;Aparecida d'Oeste;SP;3502606
1085;124;05-09;H;Aparecida d'Oeste;SP;3502606
1086;104;10-14;H;Aparecida d'Oeste;SP;3502606
1087;118;15-19;H;Aparecida d'Oeste;SP;3502606
1088;126;20-24;H;Aparecida d'Oeste;SP;3502606
1089;118;25-29;H;Aparecida d'Oeste;SP;3502606
1090;108;30-34;H;Aparecida d'Oeste;SP;3502606
1091;109;35-39;H;Aparecida d'Oeste;SP;3502606
1092;138;40-44;H;Aparecida d'Oeste;SP;3502606
1093;148;45-49;H;Aparecida d'Oeste;SP;3502606
1094;159;50-54;H;Aparecida d'Oeste;SP;3502606
1095;160;55-59;H;Aparecida d'Oeste;SP;3502606
1096;141;60-64;H;Aparecida d'Oeste;SP;3502606
1097;129;65-69;H;Aparecida d'Oeste;SP;3502606
1098;95;70-74;H;Aparecida d'Oeste;SP;3502606
1099;61;75-79;H;Aparecida d'Oeste;SP;3502606
1100;46;80-84;H;Aparecida d'Oeste;SP;3502606
1101;25;85-89;H;Aparecida d'Oeste;SP;3502606
1102;5;90+;H;Aparecida d'Oeste;SP;3502606
1103;680;00-04;M;Apiaí;SP;3502705
1104;843;05-09;M;Apiaí;SP;3502705
1105;826;10-14;M;Apiaí;SP;3502705
1106;873;15-19;M;Apiaí;SP;3502705
1107;861;20-24;M;Apiaí;SP;3502705
1108;875;25-29;M;Apiaí;SP;3502705
1109;939;30-34;M;Apiaí;SP;3502705
1110;900;35-39;M;Apiaí;SP;3502705
1111;915;40-44;M;Apiaí;SP;3502705
1112;891;45-49;M;Apiaí;SP;3502705
1113;870;50-54;M;Apiaí;SP;3502705
1114;746;55-59;M;Apiaí;SP;3502705
1115;650;60-64;M;Apiaí;SP;3502705
1116;500;65-69;M;Apiaí;SP;3502705
1117;371;70-74;M;Apiaí;SP;3502705
1118;273;75-79;M;Apiaí;SP;3502705
1119;157;80-84;M;Apiaí;SP;3502705
1120;85;85-89;M;Apiaí;SP;3502705
1121;38;90+;M;Apiaí;SP;3502705
1122;809;00-04;H;Apiaí;SP;3502705
1123;872;05-09;H;Apiaí;SP;3502705
1124;880;10-14;H;Apiaí;SP;3502705
1125;945;15-19;H;Apiaí;SP;3502705
1126;920;20-24;H;Apiaí;SP;3502705
1127;930;25-29;H;Apiaí;SP;3502705
