keypopulacao;contagempop;faixaetariapop;sexopop;nomecidadepopulacao;ufpopulacao;codigoibge
18637;73;80-84;M;Rincão;SP;3543709
18638;41;85-89;M;Rincão;SP;3543709
18639;27;90+;M;Rincão;SP;3543709
18640;253;00-04;H;Rincão;SP;3543709
18641;270;05-09;H;Rincão;SP;3543709
18642;317;10-14;H;Rincão;SP;3543709
18643;307;15-19;H;Rincão;SP;3543709
18644;322;20-24;H;Rincão;SP;3543709
18645;320;25-29;H;Rincão;SP;3543709
18646;308;30-34;H;Rincão;SP;3543709
18647;336;35-39;H;Rincão;SP;3543709
18648;330;40-44;H;Rincão;SP;3543709
18649;302;45-49;H;Rincão;SP;3543709
18650;332;50-54;H;Rincão;SP;3543709
18651;304;55-59;H;Rincão;SP;3543709
18652;254;60-64;H;Rincão;SP;3543709
18653;196;65-69;H;Rincão;SP;3543709
18654;148;70-74;H;Rincão;SP;3543709
18655;122;75-79;H;Rincão;SP;3543709
18656;57;80-84;H;Rincão;SP;3543709
18657;25;85-89;H;Rincão;SP;3543709
18658;11;90+;H;Rincão;SP;3543709
18659;227;00-04;M;Rinópolis;SP;3543808
18660;246;05-09;M;Rinópolis;SP;3543808
18661;255;10-14;M;Rinópolis;SP;3543808
18662;294;15-19;M;Rinópolis;SP;3543808
18663;288;20-24;M;Rinópolis;SP;3543808
18664;282;25-29;M;Rinópolis;SP;3543808
18665;314;30-34;M;Rinópolis;SP;3543808
18666;316;35-39;M;Rinópolis;SP;3543808
18667;332;40-44;M;Rinópolis;SP;3543808
18668;306;45-49;M;Rinópolis;SP;3543808
18669;327;50-54;M;Rinópolis;SP;3543808
18670;315;55-59;M;Rinópolis;SP;3543808
18671;319;60-64;M;Rinópolis;SP;3543808
18672;253;65-69;M;Rinópolis;SP;3543808
18673;208;70-74;M;Rinópolis;SP;3543808
18674;155;75-79;M;Rinópolis;SP;3543808
18675;126;80-84;M;Rinópolis;SP;3543808
18676;75;85-89;M;Rinópolis;SP;3543808
18677;45;90+;M;Rinópolis;SP;3543808
18678;245;00-04;H;Rinópolis;SP;3543808
18679;265;05-09;H;Rinópolis;SP;3543808
18680;247;10-14;H;Rinópolis;SP;3543808
18681;287;15-19;H;Rinópolis;SP;3543808
18682;314;20-24;H;Rinópolis;SP;3543808
18683;298;25-29;H;Rinópolis;SP;3543808
18684;341;30-34;H;Rinópolis;SP;3543808
18685;342;35-39;H;Rinópolis;SP;3543808
18686;342;40-44;H;Rinópolis;SP;3543808
18687;270;45-49;H;Rinópolis;SP;3543808
18688;291;50-54;H;Rinópolis;SP;3543808
18689;308;55-59;H;Rinópolis;SP;3543808
18690;284;60-64;H;Rinópolis;SP;3543808
18691;267;65-69;H;Rinópolis;SP;3543808
18692;181;70-74;H;Rinópolis;SP;3543808
18693;124;75-79;H;Rinópolis;SP;3543808
18694;99;80-84;H;Rinópolis;SP;3543808
18695;52;85-89;H;Rinópolis;SP;3543808
18696;19;90+;H;Rinópolis;SP;3543808
18697;5392;00-04;M;Rio Claro;SP;3543907
18698;5850;05-09;M;Rio Claro;SP;3543907
18699;5823;10-14;M;Rio Claro;SP;3543907
18700;5951;15-19;M;Rio Claro;SP;3543907
18701;7188;20-24;M;Rio Claro;SP;3543907
18702;7409;25-29;M;Rio Claro;SP;3543907
18703;7806;30-34;M;Rio Claro;SP;3543907
18704;8416;35-39;M;Rio Claro;SP;3543907
18705;8616;40-44;M;Rio Claro;SP;3543907
18706;7372;45-49;M;Rio Claro;SP;3543907
18707;6811;50-54;M;Rio Claro;SP;3543907
18708;6551;55-59;M;Rio Claro;SP;3543907
18709;6102;60-64;M;Rio Claro;SP;3543907
18710;4868;65-69;M;Rio Claro;SP;3543907
18711;3830;70-74;M;Rio Claro;SP;3543907
18712;2731;75-79;M;Rio Claro;SP;3543907
18713;1832;80-84;M;Rio Claro;SP;3543907
18714;1060;85-89;M;Rio Claro;SP;3543907
18715;695;90+;M;Rio Claro;SP;3543907
18716;5369;00-04;H;Rio Claro;SP;3543907
18717;6052;05-09;H;Rio Claro;SP;3543907
18718;6161;10-14;H;Rio Claro;SP;3543907
18719;6228;15-19;H;Rio Claro;SP;3543907
18720;7248;20-24;H;Rio Claro;SP;3543907
18721;7500;25-29;H;Rio Claro;SP;3543907
18722;7530;30-34;H;Rio Claro;SP;3543907
18723;8025;35-39;H;Rio Claro;SP;3543907
18724;8181;40-44;H;Rio Claro;SP;3543907
18725;6768;45-49;H;Rio Claro;SP;3543907
18726;6283;50-54;H;Rio Claro;SP;3543907
18727;5850;55-59;H;Rio Claro;SP;3543907
18728;5218;60-64;H;Rio Claro;SP;3543907
18729;3952;65-69;H;Rio Claro;SP;3543907
18730;2843;70-74;H;Rio Claro;SP;3543907
18731;1918;75-79;H;Rio Claro;SP;3543907
18732;1146;80-84;H;Rio Claro;SP;3543907
18733;553;85-89;H;Rio Claro;SP;3543907
18734;290;90+;H;Rio Claro;SP;3543907
18735;916;00-04;M;Rio das Pedras;SP;3544004
18736;1047;05-09;M;Rio das Pedras;SP;3544004
18737;967;10-14;M;Rio das Pedras;SP;3544004
18738;1084;15-19;M;Rio das Pedras;SP;3544004
18739;1185;20-24;M;Rio das Pedras;SP;3544004
18740;1109;25-29;M;Rio das Pedras;SP;3544004
18741;1230;30-34;M;Rio das Pedras;SP;3544004
18742;1380;35-39;M;Rio das Pedras;SP;3544004
18743;1311;40-44;M;Rio das Pedras;SP;3544004
18744;1155;45-49;M;Rio das Pedras;SP;3544004
18745;981;50-54;M;Rio das Pedras;SP;3544004
18746;921;55-59;M;Rio das Pedras;SP;3544004
18747;766;60-64;M;Rio das Pedras;SP;3544004
18748;603;65-69;M;Rio das Pedras;SP;3544004
18749;465;70-74;M;Rio das Pedras;SP;3544004
18750;264;75-79;M;Rio das Pedras;SP;3544004
18751;204;80-84;M;Rio das Pedras;SP;3544004
18752;93;85-89;M;Rio das Pedras;SP;3544004
18753;33;90+;M;Rio das Pedras;SP;3544004
18754;1017;00-04;H;Rio das Pedras;SP;3544004
18755;1053;05-09;H;Rio das Pedras;SP;3544004
18756;1108;10-14;H;Rio das Pedras;SP;3544004
18757;1088;15-19;H;Rio das Pedras;SP;3544004
18758;1200;20-24;H;Rio das Pedras;SP;3544004
18759;1178;25-29;H;Rio das Pedras;SP;3544004
18760;1209;30-34;H;Rio das Pedras;SP;3544004
18761;1355;35-39;H;Rio das Pedras;SP;3544004
18762;1285;40-44;H;Rio das Pedras;SP;3544004
18763;1172;45-49;H;Rio das Pedras;SP;3544004
18764;977;50-54;H;Rio das Pedras;SP;3544004
18765;891;55-59;H;Rio das Pedras;SP;3544004
18766;742;60-64;H;Rio das Pedras;SP;3544004
18767;529;65-69;H;Rio das Pedras;SP;3544004
18768;382;70-74;H;Rio das Pedras;SP;3544004
18769;227;75-79;H;Rio das Pedras;SP;3544004
18770;117;80-84;H;Rio das Pedras;SP;3544004
18771;61;85-89;H;Rio das Pedras;SP;3544004
18772;23;90+;H;Rio das Pedras;SP;3544004
18773;1267;00-04;M;Rio Grande da Serra;SP;3544103
18774;1404;05-09;M;Rio Grande da Serra;SP;3544103
18775;1519;10-14;M;Rio Grande da Serra;SP;3544103
18776;1622;15-19;M;Rio Grande da Serra;SP;3544103
18777;1741;20-24;M;Rio Grande da Serra;SP;3544103
18778;1661;25-29;M;Rio Grande da Serra;SP;3544103
18779;1696;30-34;M;Rio Grande da Serra;SP;3544103
18780;1845;35-39;M;Rio Grande da Serra;SP;3544103
18781;1943;40-44;M;Rio Grande da Serra;SP;3544103
18782;1586;45-49;M;Rio Grande da Serra;SP;3544103
18783;1567;50-54;M;Rio Grande da Serra;SP;3544103
18784;1370;55-59;M;Rio Grande da Serra;SP;3544103
18785;1091;60-64;M;Rio Grande da Serra;SP;3544103
18786;908;65-69;M;Rio Grande da Serra;SP;3544103
18787;593;70-74;M;Rio Grande da Serra;SP;3544103
18788;391;75-79;M;Rio Grande da Serra;SP;3544103
18789;220;80-84;M;Rio Grande da Serra;SP;3544103
18790;114;85-89;M;Rio Grande da Serra;SP;3544103
18791;71;90+;M;Rio Grande da Serra;SP;3544103
18792;1376;00-04;H;Rio Grande da Serra;SP;3544103
18793;1608;05-09;H;Rio Grande da Serra;SP;3544103
18794;1590;10-14;H;Rio Grande da Serra;SP;3544103
18795;1658;15-19;H;Rio Grande da Serra;SP;3544103
18796;1775;20-24;H;Rio Grande da Serra;SP;3544103
18797;1620;25-29;H;Rio Grande da Serra;SP;3544103
18798;1604;30-34;H;Rio Grande da Serra;SP;3544103
18799;1760;35-39;H;Rio Grande da Serra;SP;3544103
18800;1750;40-44;H;Rio Grande da Serra;SP;3544103
18801;1520;45-49;H;Rio Grande da Serra;SP;3544103
18802;1363;50-54;H;Rio Grande da Serra;SP;3544103
18803;1201;55-59;H;Rio Grande da Serra;SP;3544103
18804;970;60-64;H;Rio Grande da Serra;SP;3544103
18805;757;65-69;H;Rio Grande da Serra;SP;3544103
18806;488;70-74;H;Rio Grande da Serra;SP;3544103
18807;279;75-79;H;Rio Grande da Serra;SP;3544103
18808;167;80-84;H;Rio Grande da Serra;SP;3544103
18809;55;85-89;H;Rio Grande da Serra;SP;3544103
18810;20;90+;H;Rio Grande da Serra;SP;3544103
18811;261;00-04;M;Riolândia;SP;3544202
18812;218;05-09;M;Riolândia;SP;3544202
18813;262;10-14;M;Riolândia;SP;3544202
18814;281;15-19;M;Riolândia;SP;3544202
18815;251;20-24;M;Riolândia;SP;3544202
18816;276;25-29;M;Riolândia;SP;3544202
18817;269;30-34;M;Riolândia;SP;3544202
18818;334;35-39;M;Riolândia;SP;3544202
18819;340;40-44;M;Riolândia;SP;3544202
18820;282;45-49;M;Riolândia;SP;3544202
18821;233;50-54;M;Riolândia;SP;3544202
18822;228;55-59;M;Riolândia;SP;3544202
18823;230;60-64;M;Riolândia;SP;3544202
18824;182;65-69;M;Riolândia;SP;3544202
18825;127;70-74;M;Riolândia;SP;3544202
18826;102;75-79;M;Riolândia;SP;3544202
18827;49;80-84;M;Riolândia;SP;3544202
18828;39;85-89;M;Riolândia;SP;3544202
18829;23;90+;M;Riolândia;SP;3544202
18830;242;00-04;H;Riolândia;SP;3544202
18831;276;05-09;H;Riolândia;SP;3544202
18832;261;10-14;H;Riolândia;SP;3544202
18833;307;15-19;H;Riolândia;SP;3544202
18834;771;20-24;H;Riolândia;SP;3544202
18835;793;25-29;H;Riolândia;SP;3544202
18836;719;30-34;H;Riolândia;SP;3544202
18837;690;35-39;H;Riolândia;SP;3544202
18838;559;40-44;H;Riolândia;SP;3544202
18839;436;45-49;H;Riolândia;SP;3544202
18840;316;50-54;H;Riolândia;SP;3544202
18841;258;55-59;H;Riolândia;SP;3544202
18842;221;60-64;H;Riolândia;SP;3544202
18843;166;65-69;H;Riolândia;SP;3544202
18844;142;70-74;H;Riolândia;SP;3544202
18845;92;75-79;H;Riolândia;SP;3544202
18846;48;80-84;H;Riolândia;SP;3544202
18847;16;85-89;H;Riolândia;SP;3544202
18848;9;90+;H;Riolândia;SP;3544202
18849;453;00-04;M;Rosana;SP;3544251
18850;510;05-09;M;Rosana;SP;3544251
18851;517;10-14;M;Rosana;SP;3544251
18852;543;15-19;M;Rosana;SP;3544251
18853;536;20-24;M;Rosana;SP;3544251
18854;534;25-29;M;Rosana;SP;3544251
18855;554;30-34;M;Rosana;SP;3544251
18856;591;35-39;M;Rosana;SP;3544251
18857;695;40-44;M;Rosana;SP;3544251
18858;720;45-49;M;Rosana;SP;3544251
18859;721;50-54;M;Rosana;SP;3544251
18860;684;55-59;M;Rosana;SP;3544251
18861;590;60-64;M;Rosana;SP;3544251
18862;434;65-69;M;Rosana;SP;3544251
18863;351;70-74;M;Rosana;SP;3544251
18864;232;75-79;M;Rosana;SP;3544251
18865;117;80-84;M;Rosana;SP;3544251
18866;62;85-89;M;Rosana;SP;3544251
18867;22;90+;M;Rosana;SP;3544251
18868;487;00-04;H;Rosana;SP;3544251
18869;549;05-09;H;Rosana;SP;3544251
18870;605;10-14;H;Rosana;SP;3544251
18871;649;15-19;H;Rosana;SP;3544251
18872;562;20-24;H;Rosana;SP;3544251
18873;522;25-29;H;Rosana;SP;3544251
18874;524;30-34;H;Rosana;SP;3544251
18875;526;35-39;H;Rosana;SP;3544251
18876;603;40-44;H;Rosana;SP;3544251
18877;604;45-49;H;Rosana;SP;3544251
18878;629;50-54;H;Rosana;SP;3544251
18879;606;55-59;H;Rosana;SP;3544251
18880;533;60-64;H;Rosana;SP;3544251
18881;437;65-69;H;Rosana;SP;3544251
18882;335;70-74;H;Rosana;SP;3544251
18883;218;75-79;H;Rosana;SP;3544251
18884;113;80-84;H;Rosana;SP;3544251
18885;50;85-89;H;Rosana;SP;3544251
18886;22;90+;H;Rosana;SP;3544251
18887;297;00-04;M;Roseira;SP;3544301
18888;372;05-09;M;Roseira;SP;3544301
18889;341;10-14;M;Roseira;SP;3544301
18890;348;15-19;M;Roseira;SP;3544301
18891;360;20-24;M;Roseira;SP;3544301
18892;417;25-29;M;Roseira;SP;3544301
18893;393;30-34;M;Roseira;SP;3544301
18894;429;35-39;M;Roseira;SP;3544301
18895;475;40-44;M;Roseira;SP;3544301
18896;365;45-49;M;Roseira;SP;3544301
18897;360;50-54;M;Roseira;SP;3544301
18898;329;55-59;M;Roseira;SP;3544301
18899;300;60-64;M;Roseira;SP;3544301
18900;265;65-69;M;Roseira;SP;3544301
18901;159;70-74;M;Roseira;SP;3544301
18902;98;75-79;M;Roseira;SP;3544301
18903;51;80-84;M;Roseira;SP;3544301
18904;40;85-89;M;Roseira;SP;3544301
18905;13;90+;M;Roseira;SP;3544301
18906;359;00-04;H;Roseira;SP;3544301
18907;417;05-09;H;Roseira;SP;3544301
18908;406;10-14;H;Roseira;SP;3544301
18909;373;15-19;H;Roseira;SP;3544301
18910;372;20-24;H;Roseira;SP;3544301
18911;408;25-29;H;Roseira;SP;3544301
18912;382;30-34;H;Roseira;SP;3544301
18913;436;35-39;H;Roseira;SP;3544301
18914;433;40-44;H;Roseira;SP;3544301
18915;382;45-49;H;Roseira;SP;3544301
18916;354;50-54;H;Roseira;SP;3544301
18917;341;55-59;H;Roseira;SP;3544301
18918;238;60-64;H;Roseira;SP;3544301
18919;214;65-69;H;Roseira;SP;3544301
18920;144;70-74;H;Roseira;SP;3544301
18921;103;75-79;H;Roseira;SP;3544301
18922;34;80-84;H;Roseira;SP;3544301
18923;17;85-89;H;Roseira;SP;3544301
18924;7;90+;H;Roseira;SP;3544301
18925;80;00-04;M;Rubiácea;SP;3544400
18926;98;05-09;M;Rubiácea;SP;3544400
18927;101;10-14;M;Rubiácea;SP;3544400
18928;80;15-19;M;Rubiácea;SP;3544400
18929;84;20-24;M;Rubiácea;SP;3544400
18930;89;25-29;M;Rubiácea;SP;3544400
18931;96;30-34;M;Rubiácea;SP;3544400
18932;94;35-39;M;Rubiácea;SP;3544400
18933;115;40-44;M;Rubiácea;SP;3544400
18934;96;45-49;M;Rubiácea;SP;3544400
18935;100;50-54;M;Rubiácea;SP;3544400
18936;94;55-59;M;Rubiácea;SP;3544400
18937;76;60-64;M;Rubiácea;SP;3544400
18938;53;65-69;M;Rubiácea;SP;3544400
18939;35;70-74;M;Rubiácea;SP;3544400
18940;20;75-79;M;Rubiácea;SP;3544400
18941;25;80-84;M;Rubiácea;SP;3544400
18942;8;85-89;M;Rubiácea;SP;3544400
18943;5;90+;M;Rubiácea;SP;3544400
18944;93;00-04;H;Rubiácea;SP;3544400
18945;110;05-09;H;Rubiácea;SP;3544400
18946;85;10-14;H;Rubiácea;SP;3544400
18947;94;15-19;H;Rubiácea;SP;3544400
18948;70;20-24;H;Rubiácea;SP;3544400
18949;89;25-29;H;Rubiácea;SP;3544400
18950;99;30-34;H;Rubiácea;SP;3544400
18951;98;35-39;H;Rubiácea;SP;3544400
18952;106;40-44;H;Rubiácea;SP;3544400
18953;97;45-49;H;Rubiácea;SP;3544400
18954;97;50-54;H;Rubiácea;SP;3544400
18955;95;55-59;H;Rubiácea;SP;3544400
18956;73;60-64;H;Rubiácea;SP;3544400
18957;57;65-69;H;Rubiácea;SP;3544400
18958;39;70-74;H;Rubiácea;SP;3544400
18959;24;75-79;H;Rubiácea;SP;3544400
18960;13;80-84;H;Rubiácea;SP;3544400
18961;8;85-89;H;Rubiácea;SP;3544400
18962;4;90+;H;Rubiácea;SP;3544400
18963;100;00-04;M;Rubinéia;SP;3544509
18964;95;05-09;M;Rubinéia;SP;3544509
18965;115;10-14;M;Rubinéia;SP;3544509
18966;99;15-19;M;Rubinéia;SP;3544509
18967;100;20-24;M;Rubinéia;SP;3544509
18968;79;25-29;M;Rubinéia;SP;3544509
18969;106;30-34;M;Rubinéia;SP;3544509
18970;121;35-39;M;Rubinéia;SP;3544509
18971;128;40-44;M;Rubinéia;SP;3544509
18972;135;45-49;M;Rubinéia;SP;3544509
18973;140;50-54;M;Rubinéia;SP;3544509
18974;173;55-59;M;Rubinéia;SP;3544509
18975;168;60-64;M;Rubinéia;SP;3544509
18976;137;65-69;M;Rubinéia;SP;3544509
18977;104;70-74;M;Rubinéia;SP;3544509
18978;68;75-79;M;Rubinéia;SP;3544509
18979;42;80-84;M;Rubinéia;SP;3544509
18980;17;85-89;M;Rubinéia;SP;3544509
18981;9;90+;M;Rubinéia;SP;3544509
18982;110;00-04;H;Rubinéia;SP;3544509
18983;88;05-09;H;Rubinéia;SP;3544509
18984;111;10-14;H;Rubinéia;SP;3544509
18985;96;15-19;H;Rubinéia;SP;3544509
18986;104;20-24;H;Rubinéia;SP;3544509
18987;90;25-29;H;Rubinéia;SP;3544509
18988;84;30-34;H;Rubinéia;SP;3544509
18989;103;35-39;H;Rubinéia;SP;3544509
18990;128;40-44;H;Rubinéia;SP;3544509
18991;133;45-49;H;Rubinéia;SP;3544509
18992;148;50-54;H;Rubinéia;SP;3544509
18993;136;55-59;H;Rubinéia;SP;3544509
18994;157;60-64;H;Rubinéia;SP;3544509
18995;158;65-69;H;Rubinéia;SP;3544509
18996;110;70-74;H;Rubinéia;SP;3544509
18997;68;75-79;H;Rubinéia;SP;3544509
18998;41;80-84;H;Rubinéia;SP;3544509
18999;23;85-89;H;Rubinéia;SP;3544509
19000;9;90+;H;Rubinéia;SP;3544509
19001;116;00-04;M;Sabino;SP;3544608
19002;147;05-09;M;Sabino;SP;3544608
19003;165;10-14;M;Sabino;SP;3544608
19004;146;15-19;M;Sabino;SP;3544608
19005;129;20-24;M;Sabino;SP;3544608
19006;144;25-29;M;Sabino;SP;3544608
19007;154;30-34;M;Sabino;SP;3544608
19008;176;35-39;M;Sabino;SP;3544608
19009;204;40-44;M;Sabino;SP;3544608
19010;189;45-49;M;Sabino;SP;3544608
19011;187;50-54;M;Sabino;SP;3544608
19012;189;55-59;M;Sabino;SP;3544608
19013;200;60-64;M;Sabino;SP;3544608
19014;165;65-69;M;Sabino;SP;3544608
19015;106;70-74;M;Sabino;SP;3544608
19016;101;75-79;M;Sabino;SP;3544608
19017;62;80-84;M;Sabino;SP;3544608
19018;27;85-89;M;Sabino;SP;3544608
19019;19;90+;M;Sabino;SP;3544608
19020;128;00-04;H;Sabino;SP;3544608
19021;134;05-09;H;Sabino;SP;3544608
19022;172;10-14;H;Sabino;SP;3544608
19023;165;15-19;H;Sabino;SP;3544608
19024;129;20-24;H;Sabino;SP;3544608
19025;161;25-29;H;Sabino;SP;3544608
19026;146;30-34;H;Sabino;SP;3544608
19027;152;35-39;H;Sabino;SP;3544608
19028;189;40-44;H;Sabino;SP;3544608
19029;156;45-49;H;Sabino;SP;3544608
19030;165;50-54;H;Sabino;SP;3544608
19031;154;55-59;H;Sabino;SP;3544608
19032;184;60-64;H;Sabino;SP;3544608
19033;169;65-69;H;Sabino;SP;3544608
19034;115;70-74;H;Sabino;SP;3544608
19035;71;75-79;H;Sabino;SP;3544608
19036;57;80-84;H;Sabino;SP;3544608
19037;26;85-89;H;Sabino;SP;3544608
19038;13;90+;H;Sabino;SP;3544608
19039;76;00-04;M;Sagres;SP;3544707
19040;84;05-09;M;Sagres;SP;3544707
19041;88;10-14;M;Sagres;SP;3544707
19042;71;15-19;M;Sagres;SP;3544707
19043;82;20-24;M;Sagres;SP;3544707
19044;85;25-29;M;Sagres;SP;3544707
19045;86;30-34;M;Sagres;SP;3544707
19046;88;35-39;M;Sagres;SP;3544707
19047;84;40-44;M;Sagres;SP;3544707
19048;85;45-49;M;Sagres;SP;3544707
19049;94;50-54;M;Sagres;SP;3544707
19050;67;55-59;M;Sagres;SP;3544707
19051;82;60-64;M;Sagres;SP;3544707
19052;65;65-69;M;Sagres;SP;3544707
19053;72;70-74;M;Sagres;SP;3544707
19054;33;75-79;M;Sagres;SP;3544707
19055;14;80-84;M;Sagres;SP;3544707
19056;11;85-89;M;Sagres;SP;3544707
19057;8;90+;M;Sagres;SP;3544707
19058;79;00-04;H;Sagres;SP;3544707
19059;68;05-09;H;Sagres;SP;3544707
19060;87;10-14;H;Sagres;SP;3544707
19061;69;15-19;H;Sagres;SP;3544707
19062;67;20-24;H;Sagres;SP;3544707
19063;82;25-29;H;Sagres;SP;3544707
19064;78;30-34;H;Sagres;SP;3544707
19065;83;35-39;H;Sagres;SP;3544707
19066;94;40-44;H;Sagres;SP;3544707
19067;75;45-49;H;Sagres;SP;3544707
19068;73;50-54;H;Sagres;SP;3544707
19069;79;55-59;H;Sagres;SP;3544707
19070;89;60-64;H;Sagres;SP;3544707
19071;58;65-69;H;Sagres;SP;3544707
19072;43;70-74;H;Sagres;SP;3544707
19073;32;75-79;H;Sagres;SP;3544707
19074;21;80-84;H;Sagres;SP;3544707
19075;14;85-89;H;Sagres;SP;3544707
19076;8;90+;H;Sagres;SP;3544707
19077;152;00-04;M;Sales;SP;3544806
19078;195;05-09;M;Sales;SP;3544806
19079;194;10-14;M;Sales;SP;3544806
19080;189;15-19;M;Sales;SP;3544806
19081;186;20-24;M;Sales;SP;3544806
19082;167;25-29;M;Sales;SP;3544806
19083;221;30-34;M;Sales;SP;3544806
19084;244;35-39;M;Sales;SP;3544806
19085;244;40-44;M;Sales;SP;3544806
19086;204;45-49;M;Sales;SP;3544806
19087;253;50-54;M;Sales;SP;3544806
19088;246;55-59;M;Sales;SP;3544806
19089;259;60-64;M;Sales;SP;3544806
19090;193;65-69;M;Sales;SP;3544806
19091;135;70-74;M;Sales;SP;3544806
19092;91;75-79;M;Sales;SP;3544806
19093;52;80-84;M;Sales;SP;3544806
19094;34;85-89;M;Sales;SP;3544806
19095;10;90+;M;Sales;SP;3544806
19096;154;00-04;H;Sales;SP;3544806
19097;194;05-09;H;Sales;SP;3544806
19098;225;10-14;H;Sales;SP;3544806
19099;183;15-19;H;Sales;SP;3544806
19100;201;20-24;H;Sales;SP;3544806
19101;190;25-29;H;Sales;SP;3544806
19102;197;30-34;H;Sales;SP;3544806
19103;235;35-39;H;Sales;SP;3544806
19104;224;40-44;H;Sales;SP;3544806
19105;203;45-49;H;Sales;SP;3544806
19106;205;50-54;H;Sales;SP;3544806
19107;228;55-59;H;Sales;SP;3544806
19108;233;60-64;H;Sales;SP;3544806
19109;203;65-69;H;Sales;SP;3544806
19110;129;70-74;H;Sales;SP;3544806
19111;85;75-79;H;Sales;SP;3544806
19112;47;80-84;H;Sales;SP;3544806
19113;22;85-89;H;Sales;SP;3544806
19114;10;90+;H;Sales;SP;3544806
19115;312;00-04;M;Sales Oliveira;SP;3544905
19116;367;05-09;M;Sales Oliveira;SP;3544905
19117;353;10-14;M;Sales Oliveira;SP;3544905
19118;344;15-19;M;Sales Oliveira;SP;3544905
19119;361;20-24;M;Sales Oliveira;SP;3544905
19120;415;25-29;M;Sales Oliveira;SP;3544905
19121;439;30-34;M;Sales Oliveira;SP;3544905
19122;471;35-39;M;Sales Oliveira;SP;3544905
19123;507;40-44;M;Sales Oliveira;SP;3544905
19124;394;45-49;M;Sales Oliveira;SP;3544905
19125;368;50-54;M;Sales Oliveira;SP;3544905
19126;362;55-59;M;Sales Oliveira;SP;3544905
19127;355;60-64;M;Sales Oliveira;SP;3544905
19128;277;65-69;M;Sales Oliveira;SP;3544905
19129;218;70-74;M;Sales Oliveira;SP;3544905
19130;163;75-79;M;Sales Oliveira;SP;3544905
19131;98;80-84;M;Sales Oliveira;SP;3544905
19132;55;85-89;M;Sales Oliveira;SP;3544905
19133;40;90+;M;Sales Oliveira;SP;3544905
19134;301;00-04;H;Sales Oliveira;SP;3544905
19135;315;05-09;H;Sales Oliveira;SP;3544905
19136;327;10-14;H;Sales Oliveira;SP;3544905
19137;360;15-19;H;Sales Oliveira;SP;3544905
19138;400;20-24;H;Sales Oliveira;SP;3544905
19139;405;25-29;H;Sales Oliveira;SP;3544905
19140;411;30-34;H;Sales Oliveira;SP;3544905
19141;461;35-39;H;Sales Oliveira;SP;3544905
19142;416;40-44;H;Sales Oliveira;SP;3544905
19143;379;45-49;H;Sales Oliveira;SP;3544905
19144;393;50-54;H;Sales Oliveira;SP;3544905
19145;354;55-59;H;Sales Oliveira;SP;3544905
19146;295;60-64;H;Sales Oliveira;SP;3544905
19147;254;65-69;H;Sales Oliveira;SP;3544905
19148;181;70-74;H;Sales Oliveira;SP;3544905
19149;138;75-79;H;Sales Oliveira;SP;3544905
19150;69;80-84;H;Sales Oliveira;SP;3544905
19151;37;85-89;H;Sales Oliveira;SP;3544905
19152;16;90+;H;Sales Oliveira;SP;3544905
19153;458;00-04;M;Salesópolis;SP;3545001
19154;477;05-09;M;Salesópolis;SP;3545001
19155;477;10-14;M;Salesópolis;SP;3545001
19156;522;15-19;M;Salesópolis;SP;3545001
19157;529;20-24;M;Salesópolis;SP;3545001
19158;545;25-29;M;Salesópolis;SP;3545001
19159;562;30-34;M;Salesópolis;SP;3545001
19160;535;35-39;M;Salesópolis;SP;3545001
19161;541;40-44;M;Salesópolis;SP;3545001
19162;553;45-49;M;Salesópolis;SP;3545001
19163;519;50-54;M;Salesópolis;SP;3545001
19164;497;55-59;M;Salesópolis;SP;3545001
19165;458;60-64;M;Salesópolis;SP;3545001
19166;363;65-69;M;Salesópolis;SP;3545001
19167;280;70-74;M;Salesópolis;SP;3545001
19168;170;75-79;M;Salesópolis;SP;3545001
19169;95;80-84;M;Salesópolis;SP;3545001
19170;67;85-89;M;Salesópolis;SP;3545001
19171;29;90+;M;Salesópolis;SP;3545001
19172;454;00-04;H;Salesópolis;SP;3545001
19173;467;05-09;H;Salesópolis;SP;3545001
19174;515;10-14;H;Salesópolis;SP;3545001
19175;554;15-19;H;Salesópolis;SP;3545001
19176;562;20-24;H;Salesópolis;SP;3545001
19177;480;25-29;H;Salesópolis;SP;3545001
19178;517;30-34;H;Salesópolis;SP;3545001
19179;480;35-39;H;Salesópolis;SP;3545001
19180;563;40-44;H;Salesópolis;SP;3545001
19181;542;45-49;H;Salesópolis;SP;3545001
19182;525;50-54;H;Salesópolis;SP;3545001
19183;472;55-59;H;Salesópolis;SP;3545001
19184;466;60-64;H;Salesópolis;SP;3545001
19185;346;65-69;H;Salesópolis;SP;3545001
19186;250;70-74;H;Salesópolis;SP;3545001
19187;175;75-79;H;Salesópolis;SP;3545001
19188;100;80-84;H;Salesópolis;SP;3545001
19189;34;85-89;H;Salesópolis;SP;3545001
19190;23;90+;H;Salesópolis;SP;3545001
19191;151;00-04;M;Salmourão;SP;3545100
19192;168;05-09;M;Salmourão;SP;3545100
19193;128;10-14;M;Salmourão;SP;3545100
19194;160;15-19;M;Salmourão;SP;3545100
19195;155;20-24;M;Salmourão;SP;3545100
19196;150;25-29;M;Salmourão;SP;3545100
19197;161;30-34;M;Salmourão;SP;3545100
19198;157;35-39;M;Salmourão;SP;3545100
19199;194;40-44;M;Salmourão;SP;3545100
19200;150;45-49;M;Salmourão;SP;3545100
